name,id,price,type,date
Bánh trứng sữa mềm Belgi,B0060,6000,VIETQR,2024-08-31 10:01:45.458000
Fami Vinasoy 200ml,N020,5000,VIETQR,2024-08-31 09:02:17.711000
Bánh Donut Doowee,B0070,6000,VIETQR,2024-08-31 08:51:08.775000
Bánh Donut Doowee,B0070,6000,VIETQR,2024-08-31 08:50:33.949000
Bánh trứng Custas ,DA010,6000,VIETQR,2024-08-31 08:50:04.627000
Bánh Donut Doowee,B0070,6000,VIETQR,2024-08-31 08:50:04.627000
Bánh cốm Custas,B037,6000,VIETQR,2024-08-31 08:50:04.627000
Bánh Donut Doowee,B0070,6000,MOMO,2024-08-31 08:35:24.886000
Nước suối Aquafina 500ml,N002,10000,CASH_AT_MACHINE,2024-08-31 08:02:21.780000
Cozy tắc mật ong ,B018,15000,VNPAY,2024-08-30 19:42:15.077000
Bò húc lon 250ml,N011,17000,MOMO,2024-08-30 19:06:48.076000
Bánh Donut Doowee,B0070,6000,VIETQR,2024-08-30 18:08:16.417000
Bánh Donut Doowee,B0070,6000,VIETQR,2024-08-30 18:08:16.417000
Snack Hành Oishi,B0056,9000,VIETQR,2024-08-30 18:08:16.417000
Đậu phộng da cá Poca,B056,8000,VIETQR,2024-08-30 17:54:09.904000
Nước suối Aquafina 500ml,N002,10000,VIETQR,2024-08-30 17:54:09.904000
Bánh cốm Custas,B037,6000,VIETQR,2024-08-30 17:35:36.517000
Hồng trà vị đào C2 500ml,N012,15000,VNPAY,2024-08-30 16:07:21.854000
Goodmood vị sữa chua,N108,15000,VNPAY,2024-08-30 15:24:59.794000
Boncha Mật ong,N105,15000,VIETQR,2024-08-30 13:51:04.374000
Sữa đậu nành vị đậu đỏ,SD0016,10000,VIETQR,2024-08-30 12:40:51.470000
Cozy trà đào sả,N0011,15000,VIETQR,2024-08-30 12:15:41.740000
Bánh trứng sữa mềm Belgi,B0060,6000,VIETQR,2024-08-30 12:15:41.740000
Cozy trà đào sả,N0011,15000,CASH_AT_MACHINE,2024-08-29 22:33:15.393000
Hồng trà vị đào C2 500ml,N012,15000,VIETQR,2024-08-29 22:16:50.910000
Kẹo cao su Extra vị dâu,B041,8000,CASH_AT_MACHINE,2024-08-29 18:52:14.004000
Bánh chocopie,DA008,6000,CASH_AT_MACHINE,2024-08-29 18:51:42.608000
Trà sữa TeaBreak,N109,15000,CASH_AT_MACHINE,2024-08-29 18:51:42.608000
Bánh chocopie,DA008,6000,VIETQR,2024-08-29 18:33:04.923000
Nutri Boost dâu sữa yến mạch 297ml,N021,15000,VIETQR,2024-08-29 18:33:04.923000
Bánh trứng sữa mềm Belgi,B0060,6000,VIETQR,2024-08-29 18:33:04.923000
Nutri Boost dâu sữa yến mạch 297ml,N021,15000,VIETQR,2024-08-29 16:34:33.481000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-29 14:28:34.017000
Trà sữa TeaBreak,N109,15000,VNPAY,2024-08-29 12:37:12.292000
Cozy trà đào sả,N0011,15000,CASH_AT_MACHINE,2024-08-29 12:35:51.301000
Bánh chocopie,DA008,6000,CASH_AT_MACHINE,2024-08-29 10:19:44.435000
Aquarius không calo,N032,15000,VIETQR,2024-08-29 10:16:03.448000
Goodmood vị sữa chua,N108,15000,VIETQR,2024-08-29 09:29:35.089000
Aquarius không calo,N032,15000,VIETQR,2024-08-29 09:07:00.164000
Bánh Donut Doowee,B0070,6000,VNPAY,2024-08-29 08:43:35.506000
Sữa đậu nành vị đậu đỏ,SD0016,10000,VNPAY,2024-08-29 08:43:35.506000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-29 05:27:40.961000
Nước tăng lực Sting vàng lon 320ml,N010,15000,VIETQR,2024-08-28 17:36:37.069000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-28 16:25:32.927000
Snack tôm cay đặc biệt ,B0078,8000,VIETQR,2024-08-28 16:25:32.927000
Đậu phộng da cá Poca,B056,8000,CASH_AT_MACHINE,2024-08-28 14:10:13.404000
Kẹo cao su Doublemint ,B047,7000,CASH_AT_MACHINE,2024-08-28 14:10:13.404000
Đậu phộng da cá Poca,B056,8000,CASH_AT_MACHINE,2024-08-28 14:10:13.404000
Bánh Donut Doowee,B0070,6000,CASH_AT_MACHINE,2024-08-28 11:05:09.225000
Sữa đậu nành vị đậu đỏ,SD0016,10000,VIETQR,2024-08-28 09:16:44.662000
Sting dâu lon,N000034,15000,MOMO,2024-08-28 08:35:20.398000
Trà sữa TeaBreak,N109,15000,MOMO,2024-08-28 03:10:39.711000
Cozy tắc mật ong ,B018,15000,VIETQR,2024-08-27 22:15:02.285000
Trà bí đao,N0067,12000,VIETQR,2024-08-27 20:20:49.736000
Nutri Boost dâu sữa yến mạch 297ml,N021,15000,CASH_AT_MACHINE,2024-08-27 17:56:55.790000
Bánh chocopie,DA008,6000,CASH_AT_MACHINE,2024-08-27 17:56:55.790000
Boncha Mật ong,N105,15000,VIETQR,2024-08-27 17:44:40.935000
Hồng trà vị đào C2 500ml,N012,15000,VNPAY,2024-08-27 17:28:02.111000
Boncha Mật ong,N105,15000,VIETQR,2024-08-27 16:50:23.887000
Cozy trà đào sả,N0011,15000,VIETQR,2024-08-27 16:50:23.887000
Cozy trà đào sả,N0011,15000,VIETQR,2024-08-27 16:50:23.887000
Boncha Mật ong,N105,15000,VIETQR,2024-08-27 16:50:23.887000
Snack tôm cay đặc biệt ,B0078,8000,VIETQR,2024-08-27 16:48:49.419000
Snack tôm cay đặc biệt ,B0078,8000,VIETQR,2024-08-27 16:48:49.419000
Nutri Boost dâu sữa yến mạch 297ml,N021,15000,VIETQR,2024-08-27 14:21:18.241000
Bánh trứng sữa mềm Belgi,B0060,6000,VNPAY,2024-08-27 13:42:43.814000
Bánh trứng sữa mềm Belgi,B0060,6000,VNPAY,2024-08-27 13:42:43.814000
Bánh Donut Doowee,B0070,6000,CASH_AT_MACHINE,2024-08-27 10:27:36.978000
Hồng trà vị đào C2 500ml,N012,15000,CASH_AT_MACHINE,2024-08-27 10:27:36.978000
Bánh Donut Doowee,B0070,6000,VNPAY,2024-08-27 09:15:16.479000
Bánh Donut Doowee,B0070,6000,VNPAY,2024-08-27 09:15:16.479000
Bánh chocopie,DA008,6000,VNPAY,2024-08-27 09:15:16.479000
Sữa đậu nành vị đậu đỏ,SD0016,10000,VNPAY,2024-08-27 09:15:16.479000
Đậu phộng da cá Poca,B056,8000,VIETQR,2024-08-27 08:30:06.211000
Aquarius không calo,N032,15000,MOMO,2024-08-27 08:26:54.458000
Sữa đậu nành vị đậu đỏ,SD0016,10000,VIETQR,2024-08-27 04:05:00.424000
Fami Vinasoy 200ml,N020,5000,CASH_AT_MACHINE,2024-08-26 21:38:01.689000
Fami Vinasoy 200ml,N020,5000,CASH_AT_MACHINE,2024-08-26 21:38:01.689000
Trà bí đao,N0067,12000,CASH_AT_MACHINE,2024-08-26 21:35:58.045000
Đậu phộng da cá Poca,B056,8000,VIETQR,2024-08-26 21:11:09.548000
Cozy tắc mật ong ,B018,15000,VIETQR,2024-08-26 21:10:05.429000
Bánh cốm Custas,B037,6000,VIETQR,2024-08-26 21:10:05.429000
Bánh cốm Custas,B037,6000,VIETQR,2024-08-26 21:10:05.429000
Bánh Donut Doowee,B0070,6000,MOMO,2024-08-26 19:30:18.429000
Đậu phộng da cá Poca,B056,8000,VIETQR,2024-08-26 19:00:42.324000
Aquarius không calo,N032,15000,MOMO,2024-08-26 18:57:30.196000
Snack Hành Oishi,B0056,8000,VIETQR,2024-08-26 18:10:31.044000
Nutri Boost dâu sữa yến mạch 297ml,N021,15000,VIETQR,2024-08-26 17:42:19.729000
Bò húc lon 250ml,N011,17000,VIETQR,2024-08-26 15:48:09.154000
Cozy trà đào sả,N0011,15000,VIETQR,2024-08-26 14:16:43.919000
Nước 7Up revive Chanh muối 390ml,N031,15000,VIETQR,2024-08-26 13:22:36.472000
Nước 7Up revive bù nước 390ml,N030,15000,VIETQR,2024-08-26 12:43:02.667000
Cà phê sữa đá Highlands Coffee 235ml,N022,17000,VIETQR,2024-08-26 12:32:50.127000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-26 12:09:55.271000
Bò húc lon 250ml,N011,17000,VIETQR,2024-08-26 12:06:13.356000
Aquarius không calo,N032,15000,CASH_AT_MACHINE,2024-08-26 11:59:00.342000
Trà đen vị chanh Lipton 455ml,N00050,15000,VNPAY,2024-08-26 09:28:40.087000
Milo 180ml sữa hộp,N018,11000,VNPAY,2024-08-26 08:10:59.202000
Sữa đậu nành Fami nguyên chất 200ml,SD0011,7000,VIETQR,2024-08-26 08:10:00.014000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-26 08:10:00.014000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-26 06:06:14.244000
Trà đen vị chanh Lipton 455ml,N00050,15000,VIETQR,2024-08-26 00:44:58.061000
Cà phê sữa đá Highlands Coffee 235ml,N022,17000,VIETQR,2024-08-25 23:52:07.873000
Snack Hành Oishi,B0056,8000,VNPAY,2024-08-25 23:04:34.129000
Snack bí đỏ ,B043,8000,VNPAY,2024-08-25 23:04:34.129000
Snack Hành Oishi,B0056,8000,VNPAY,2024-08-25 23:04:34.129000
Snack Hành Oishi,B0056,8000,VIETQR,2024-08-25 19:57:20.587000
Sữa đậu nành Fami nguyên chất 200ml,SD0011,7000,VIETQR,2024-08-25 17:08:44.306000
Trà bí đao,N0067,12000,CASH_AT_MACHINE,2024-08-25 16:19:08.352000
Trà bí đao,N0067,12000,VIETQR,2024-08-25 16:10:25.599000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-25 13:10:11.277000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-25 08:36:57.177000
Bánh trứng sữa mềm Belgi,B0060,6000,VIETQR,2024-08-25 08:36:57.177000
Bánh trứng sữa mềm Belgi,B0060,6000,VIETQR,2024-08-25 08:36:57.177000
Sữa đậu nành Fami nguyên chất 200ml,SD0011,7000,MOMO,2024-08-25 00:48:43.647000
Trà sữa TeaBreak,N109,15000,CASH_AT_MACHINE,2024-08-24 20:58:30.130000
Cà phê sữa đá Highlands Coffee 235ml,N022,17000,VIETQR,2024-08-24 20:20:35.921000
Cà phê sữa đá Highlands Coffee 235ml,N022,17000,VIETQR,2024-08-24 20:20:35.921000
Sting dâu lon,N000034,15000,VIETQR,2024-08-24 16:31:44.810000
Cà phê sữa đá Highlands Coffee 235ml,N022,17000,VIETQR,2024-08-24 16:07:21.379000
Kẹo cao su Doublemint ,B047,7000,VIETQR,2024-08-24 14:03:36.998000
Goodmood vị sữa chua,N108,15000,VIETQR,2024-08-23 23:04:23.795000
Snack tôm cay đặc biệt ,B0078,8000,VIETQR,2024-08-23 22:04:11.239000
Snack Hành Oishi,B0056,8000,VIETQR,2024-08-23 22:04:11.239000
Snack Hành Oishi,B0056,8000,VIETQR,2024-08-23 20:07:17.046000
Snack Hành Oishi,B0056,8000,VIETQR,2024-08-23 20:07:17.046000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-23 20:06:02.944000
Snack Hành Oishi,B0056,8000,VIETQR,2024-08-23 17:44:03.465000
Đậu phộng da cá Poca,B056,8000,VIETQR,2024-08-23 17:44:03.465000
Bánh trứng sữa mềm Belgi,B0060,6000,VIETQR,2024-08-23 08:56:48.423000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-23 08:56:48.423000
Bánh trứng sữa mềm Belgi,B0060,6000,VIETQR,2024-08-23 08:56:48.423000
Hồng trà vị đào C2 500ml,N012,15000,VIETQR,2024-08-23 08:54:36.274000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-22 22:10:43.594000
Snack tôm cay đặc biệt ,B0078,8000,MOMO,2024-08-22 15:27:45.135000
Snack tôm cay đặc biệt ,B0078,8000,MOMO,2024-08-22 15:26:31.289000
Nước 7Up revive Chanh muối 390ml,N031,15000,VIETQR,2024-08-22 13:25:42.973000
Boncha Mật ong,N105,15000,VIETQR,2024-08-22 12:55:11.321000
Trà đen vị chanh Lipton 455ml,N00050,15000,VIETQR,2024-08-22 12:40:38.902000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-22 12:32:34.264000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-22 11:12:45.050000
Wakeup 247,N00043,15000,MOMO,2024-08-22 10:28:21.807000
Cozy tắc mật ong ,B018,15000,VIETQR,2024-08-22 10:25:14.365000
Nước 7Up revive bù nước 390ml,N030,15000,VIETQR,2024-08-22 07:52:38.427000
Đậu phộng da cá Poca,B056,8000,VIETQR,2024-08-22 05:30:21.969000
Trà đen vị chanh Lipton 455ml,N00050,15000,VIETQR,2024-08-22 01:02:43.573000
Trà xanh 0 độ,N00036,15000,VIETQR,2024-08-21 17:29:21.674000
Sting dâu lon,N000034,15000,CASH_AT_MACHINE,2024-08-21 17:09:35.009000
Bánh Chocopie Đậm ,B0071,6000,MOMO,2024-08-21 16:40:13.829000
Sữa đậu nành vị đậu đỏ,SD0016,10000,MOMO,2024-08-21 16:40:13.829000
Nước 7Up revive bù nước 390ml,N030,15000,MOMO,2024-08-21 14:45:53.988000
Kẹo cao su Doublemint ,B047,7000,MOMO,2024-08-21 14:45:53.988000
Sữa đậu nành vị đậu đỏ,SD0016,10000,VIETQR,2024-08-21 14:42:31.944000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-21 11:11:20.860000
Trà xanh 0 độ,N00036,15000,VIETQR,2024-08-21 09:58:57.604000
Sữa đậu nành Fami nguyên chất 200ml,SD0011,7000,VIETQR,2024-08-21 08:58:48.621000
Nutri Boost dâu sữa yến mạch 297ml,N021,15000,CASH_AT_MACHINE,2024-08-21 08:34:33.477000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-21 07:03:40.817000
Sữa đậu nành Fami nguyên chất 200ml,SD0011,7000,MOMO,2024-08-21 04:18:09.516000
Đậu phộng da cá Poca,B056,8000,VIETQR,2024-08-20 18:37:24.553000
Snack Hành Oishi,B0056,8000,VNPAY,2024-08-20 18:14:47.793000
Bánh Chocopie Đậm ,B0071,6000,VNPAY,2024-08-20 18:14:47.793000
Bánh chocopie,DA008,6000,VIETQR,2024-08-20 17:45:53.484000
Bánh trứng sữa mềm Belgi,B0060,6000,VIETQR,2024-08-20 17:45:53.484000
Bánh Donut Doowee,B0070,6000,VIETQR,2024-08-20 17:45:53.484000
Bánh trứng sữa mềm Belgi,B0060,6000,VIETQR,2024-08-20 17:45:53.484000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-20 17:44:14.099000
Sữa đậu nành Fami nguyên chất 200ml,SD0011,7000,VNPAY,2024-08-20 16:40:00.823000
Bánh Chocopie Đậm ,B0071,6000,VNPAY,2024-08-20 16:40:00.823000
Bánh Donut Doowee,B0070,6000,VNPAY,2024-08-20 16:40:00.823000
Nước 7Up revive Chanh muối 390ml,N031,15000,VIETQR,2024-08-20 16:31:58.485000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-20 16:01:05.808000
Wakeup 247,N00043,15000,MOMO,2024-08-20 14:52:34.641000
Cozy trà đào sả,N0011,15000,VIETQR,2024-08-20 13:40:20.722000
Nước 7Up revive bù nước 390ml,N030,15000,VIETQR,2024-08-20 13:37:42.256000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-20 11:19:52.018000
Aquarius không calo,N032,15000,VIETQR,2024-08-20 10:38:15.957000
Hồng trà vị đào C2 500ml,N012,15000,VIETQR,2024-08-20 10:32:57.489000
Nutri Boost dâu sữa yến mạch 297ml,N021,15000,VIETQR,2024-08-20 09:36:04.711000
Snack tôm cay đặc biệt ,B0078,8000,VIETQR,2024-08-20 09:36:04.711000
Sữa đậu nành Fami nguyên chất 200ml,SD0011,7000,VIETQR,2024-08-20 09:27:18.895000
Sữa đậu nành vị đậu đỏ,SD0016,10000,VIETQR,2024-08-20 09:23:50.667000
Fami Vinasoy 200ml,N020,5000,VNPAY,2024-08-20 08:59:51.529000
Trà Latter sữa 400ml,V006,15000,VIETQR,2024-08-20 08:58:20.847000
Trà đen vị chanh Lipton 455ml,N00050,15000,VIETQR,2024-08-20 01:11:36.424000
Hồng trà vị đào C2 500ml,N012,15000,MOMO,2024-08-19 12:16:02.951000
Aquarius không calo,N032,15000,CASH_AT_MACHINE,2024-08-18 13:17:12.877000
Trà xanh 0 độ,N00036,15000,CASH_AT_MACHINE,2024-08-18 13:16:44.787000
Aquarius không calo,N032,15000,VIETQR,2024-08-18 10:49:04.705000
Bò húc lon 250ml,N011,17000,VIETQR,2024-08-18 08:05:25.135000
Bò húc lon 250ml,N011,17000,MOMO,2024-08-17 21:54:17.843000
Bánh trứng sữa mềm Belgi,B0060,6000,VIETQR,2024-08-17 17:04:55.057000
Bánh trứng sữa mềm Belgi,B0060,6000,VIETQR,2024-08-17 17:04:55.057000
Cozy trà đào sả,N0011,15000,VIETQR,2024-08-17 17:02:21.384000
Nutri Boost dâu sữa yến mạch 297ml,N021,15000,VIETQR,2024-08-17 17:00:47.412000
Cozy trà đào sả,N0011,15000,VIETQR,2024-08-17 16:58:56.411000
Trà Latter sữa 400ml,V006,15000,CASH_AT_MACHINE,2024-08-17 16:34:39.747000
Bánh Donut Doowee,B0070,6000,CASH_AT_MACHINE,2024-08-17 16:33:52.806000
Goodmood vị sữa chua,N108,15000,VIETQR,2024-08-17 14:42:17.019000
Bánh Chocopie Đậm ,B0071,6000,VIETQR,2024-08-17 12:15:43.870000
Goodmood vị sữa chua,N108,15000,VNPAY,2024-08-17 11:49:28.171000
Bò húc lon 250ml,N011,17000,VIETQR,2024-08-17 10:13:43.876000
Cozy trà đào sả,N0011,15000,VIETQR,2024-08-17 08:54:50.788000
Nước lọc lavie 500ml,N001,10000,VIETQR,2024-08-17 08:54:50.788000
Fami Vinasoy 200ml,N020,5000,MOMO,2024-08-17 02:18:24.681000
Nước lọc lavie 500ml,N001,10000,VIETQR,2024-08-16 19:13:54.125000
Bò húc lon 250ml,N011,17000,MOMO,2024-08-16 18:56:40.148000
Fami Vinasoy 200ml,N020,5000,CASH_AT_MACHINE,2024-08-16 18:44:44.546000
Trà Latter sữa 400ml,V006,15000,CASH_AT_MACHINE,2024-08-16 18:44:16.476000
Bánh cốm Custas,B037,6000,VIETQR,2024-08-16 17:56:12.986000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-16 17:56:12.986000
Bánh cốm Custas,B037,6000,VIETQR,2024-08-16 17:52:19.419000
Trà sữa TeaBreak,N109,15000,VIETQR,2024-08-16 17:52:19.419000
Bánh trứng Custas ,DA010,6000,VIETQR,2024-08-16 17:52:19.419000
Bánh Donut Doowee,B0070,6000,VIETQR,2024-08-16 17:52:19.419000
Boncha Mật ong,N105,15000,VIETQR,2024-08-16 15:59:34.647000
Hồng trà vị đào C2 500ml,N012,15000,CASH_AT_MACHINE,2024-08-16 15:07:02.296000
Trà xanh 0 độ,N00036,15000,MOMO,2024-08-16 13:16:22.794000
Aquarius không calo,N032,15000,VNPAY,2024-08-16 12:19:51.700000
Bánh trứng sữa mềm Belgi,B0060,6000,VNPAY,2024-08-16 10:19:49.295000
Đậu phộng da cá Poca,B056,8000,VNPAY,2024-08-16 10:19:49.295000
Bánh trứng sữa mềm Belgi,B0060,6000,VNPAY,2024-08-16 10:19:49.295000
Bánh trứng sữa mềm Belgi,B0060,6000,VNPAY,2024-08-16 10:19:49.295000
Trà Latter sữa 400ml,V006,15000,VIETQR,2024-08-16 09:44:39.198000
Aquarius không calo,N032,15000,VIETQR,2024-08-16 09:44:39.198000
Nước suối Aquafina 500ml,N002,10000,VIETQR,2024-08-16 09:06:46.863000
Nước suối Aquafina 500ml,N002,10000,VIETQR,2024-08-16 09:06:46.863000
Hồng trà vị đào C2 500ml,N012,15000,VNPAY,2024-08-16 08:31:55.987000
Bánh trứng Custas ,DA010,6000,MOMO,2024-08-16 07:50:22.080000
Nước suối Aquafina 500ml,N002,10000,MOMO,2024-08-16 07:50:22.080000
Revive Trắng,N00040,15000,VIETQR,2024-08-15 22:11:39.095000
Revive chanh muối ,N0034,15000,VIETQR,2024-08-15 22:10:51.990000
Nước tăng lực Sting vàng lon 320ml,N010,15000,VIETQR,2024-08-15 17:38:59.407000
Trà xanh 0 độ,N00036,15000,VIETQR,2024-08-15 16:33:33.741000
Snack Cà Chua,B027,8000,VIETQR,2024-08-15 15:35:16.694000
Snack đậu xanh nước dừa,B0034,8000,VIETQR,2024-08-15 15:28:30.925000
Nước gạo rang TH,N00035,15000,VIETQR,2024-08-15 15:28:30.925000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-15 14:49:50.161000
Kẹo cao su Extra vị dâu,B041,8000,VIETQR,2024-08-15 14:25:05.595000
Aquarius không calo,N032,15000,VIETQR,2024-08-15 14:24:30.104000
Nước suối Aquafina 500ml,N002,10000,CASH_AT_MACHINE,2024-08-15 13:18:00.786000
Nước suối Aquafina 500ml,N002,10000,VIETQR,2024-08-15 12:51:13.757000
Nước suối Aquafina 500ml,N002,10000,VIETQR,2024-08-15 12:17:25.732000
Trà đen vị chanh Lipton 455ml,N00050,15000,VIETQR,2024-08-15 10:34:03.393000
Bánh Donut Doowee,B0070,6000,MOMO,2024-08-15 10:02:08.261000
Bánh Donut Doowee,B0070,6000,VIETQR,2024-08-15 10:00:19.345000
Nước lọc lavie 500ml,N001,10000,VIETQR,2024-08-15 08:54:50.350000
Nước suối Aquafina 500ml,N002,10000,VIETQR,2024-08-15 08:54:10.595000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-15 07:26:16.804000
Boncha Mật ong,N105,15000,VIETQR,2024-08-14 22:29:28.828000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-14 22:28:38.962000
Revive chanh muối ,N0034,15000,VIETQR,2024-08-14 16:19:59.422000
Đậu phộng da cá Poca,B056,8000,MOMO,2024-08-14 15:09:34.590000
Trà Latter sữa 400ml,V006,15000,MOMO,2024-08-14 15:09:34.590000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-14 09:48:46.608000
Cà phê sữa đá Highlands Coffee 235ml,N022,17000,VIETQR,2024-08-14 09:40:46.758000
Bánh trứng sữa mềm Belgi,B0060,6000,VIETQR,2024-08-14 07:58:50.931000
Bánh trứng sữa mềm Belgi,B0060,6000,VIETQR,2024-08-14 07:58:50.931000
Cà phê sữa đá Highlands Coffee 235ml,N022,17000,VNPAY,2024-08-14 07:50:30.077000
Bò húc lon 250ml,N011,17000,MOMO,2024-08-13 20:05:01.145000
Snack tôm cay đặc biệt ,B0078,8000,VIETQR,2024-08-13 17:14:17.261000
Snack tôm cay đặc biệt ,B0078,8000,VIETQR,2024-08-13 17:00:10.567000
Nước lọc lavie 500ml,N001,10000,CASH_AT_MACHINE,2024-08-13 16:55:15.876000
Cozy trà đào sả,N0011,15000,CASH_AT_MACHINE,2024-08-13 16:48:19.949000
Bánh chocopie,DA008,6000,CASH_AT_MACHINE,2024-08-13 16:44:08.846000
Trà sữa TeaBreak,N109,15000,CASH_AT_MACHINE,2024-08-13 16:32:26.695000
Trà sữa TeaBreak,N109,15000,CASH_AT_MACHINE,2024-08-13 16:32:26.695000
Trà xanh 0 độ,N00036,15000,MOMO,2024-08-13 15:06:15.467000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-13 14:54:30.220000
Bò húc lon 250ml,N011,17000,VIETQR,2024-08-13 14:14:12.354000
Trà sữa TeaBreak,N109,15000,VIETQR,2024-08-13 14:05:18.716000
Aquarius không calo,N032,15000,VIETQR,2024-08-13 14:05:18.716000
Trà xanh 0 độ,N00036,15000,VIETQR,2024-08-13 13:16:08.630000
Bò húc lon 250ml,N011,17000,MOMO,2024-08-13 13:12:10.997000
Bánh trứng sữa mềm Belgi,B0060,6000,MOMO,2024-08-13 11:10:02.180000
Nước suối Aquafina 500ml,N002,10000,VIETQR,2024-08-13 10:13:51.316000
Nước lọc lavie 500ml,N001,10000,VNPAY,2024-08-13 09:21:16.289000
Nước lọc lavie 500ml,N001,10000,VNPAY,2024-08-13 09:21:16.289000
Nước suối Aquafina 500ml,N002,10000,VNPAY,2024-08-13 09:21:16.289000
Wakeup 247,N00043,15000,VIETQR,2024-08-13 08:24:11.140000
Snack bí đỏ ,B043,8000,CASH_AT_MACHINE,2024-08-12 22:27:02.286000
Snack bí đỏ ,B043,8000,CASH_AT_MACHINE,2024-08-12 22:27:02.286000
Snack bí đỏ ,B043,8000,CASH_AT_MACHINE,2024-08-12 22:27:02.286000
Snack đậu xanh nước dừa,B0034,8000,VIETQR,2024-08-12 20:45:32.496000
Sữa đậu nành vị đậu đỏ,SD0016,10000,VIETQR,2024-08-12 20:44:01.828000
Snack Cà Chua,B027,8000,VIETQR,2024-08-12 20:44:01.828000
Snack bí đỏ ,B043,8000,VIETQR,2024-08-12 20:44:01.828000
Snack bí đỏ ,B043,8000,VIETQR,2024-08-12 20:44:01.828000
Sữa đậu nành Fami nguyên chất 200ml,SD0011,7000,VIETQR,2024-08-12 20:44:01.828000
Bò húc lon 250ml,N011,17000,VIETQR,2024-08-12 17:50:48.469000
Snack Cà Chua,B027,8000,VNPAY,2024-08-12 16:30:50.953000
Nước suối Aquafina 500ml,N002,10000,VNPAY,2024-08-12 15:35:12.334000
Wakeup 247,N00043,15000,VIETQR,2024-08-12 14:02:12.059000
Boncha Mật ong,N105,15000,CASH_AT_MACHINE,2024-08-12 12:14:45.658000
TH trà xanh,N00033,15000,VIETQR,2024-08-12 08:47:51.297000
Kẹo cao su Extra vị dâu,B041,8000,CASH_AT_MACHINE,2024-08-11 22:17:44.403000
Aquarius không calo,N032,15000,VIETQR,2024-08-11 19:22:19.321000
Trà sữa TeaBreak,N109,15000,VIETQR,2024-08-11 17:52:29.411000
Goodmood vị sữa chua,N108,15000,VIETQR,2024-08-11 14:18:45.032000
Wakeup 247,N00043,15000,VIETQR,2024-08-11 13:19:10.606000
Sting dâu lon,N000034,15000,CASH_AT_MACHINE,2024-08-11 12:13:09.219000
Sữa đậu nành vị đậu đỏ,SD0016,10000,CASH_AT_MACHINE,2024-08-11 11:57:42.664000
Sữa đậu nành vị đậu đỏ,SD0016,10000,CASH_AT_MACHINE,2024-08-11 11:57:11.337000
Bánh chocopie,DA008,6000,VIETQR,2024-08-11 10:10:13.921000
TH trà xanh,N00033,15000,VIETQR,2024-08-11 02:33:32.539000
Bánh chocopie,DA008,6000,CASH_AT_MACHINE,2024-08-11 01:02:20.206000
Bánh chocopie,DA008,6000,CASH_AT_MACHINE,2024-08-11 01:02:20.206000
Revive Trắng,N00040,15000,VNPAY,2024-08-10 15:17:46.657000
Revive Trắng,N00040,15000,CASH_AT_MACHINE,2024-08-10 14:55:27.885000
Revive Trắng,N00040,15000,VIETQR,2024-08-10 14:54:47.486000
Nutri Boost dâu sữa yến mạch 297ml,N021,15000,VIETQR,2024-08-10 14:10:04.924000
Revive Trắng,N00040,15000,VIETQR,2024-08-10 14:10:04.924000
Cà phê sữa đá Highlands Coffee 235ml,N022,17000,VIETQR,2024-08-10 14:10:04.924000
Cà phê sữa đá Highlands Coffee 235ml,N022,17000,VIETQR,2024-08-10 13:44:39.150000
TH trà xanh,N00033,15000,MOMO,2024-08-10 12:35:52.372000
Boncha Mật ong,N105,15000,VIETQR,2024-08-10 11:46:06.661000
Milo 180ml sữa hộp,N018,11000,VIETQR,2024-08-10 11:24:19.820000
Goodmood vị sữa chua,N108,15000,VNPAY,2024-08-10 10:11:43.660000
Sữa đậu nành vị đậu đỏ,SD0016,10000,VNPAY,2024-08-10 10:11:43.660000
Revive chanh muối ,N0034,15000,VNPAY,2024-08-10 09:13:50.732000
Bánh trứng Custas ,DA010,6000,VIETQR,2024-08-10 09:11:05.618000
